StartDate,EndDate,Progress,Duration..in.seconds.,Finished,RecordedDate,UserLanguage,Q_RecaptchaScore,race,race_10_TEXT,age,gender,edu,usa,eng,rel_aff,rel_aff_13_TEXT,evang,religio,polaff,polaff_4_TEXT,pol_rd,ideo,CN_1,CN_2,CN_3,CN_4,CN_5,CN_6,SLB_12,SLB_11,SLB_10,SLB_9,SLB_8,SLB_7,SLB_6,SLB_5,SLB_4,SLB_3,SLB_2,SLB_1,reflect,manchk,WhiteBias_Concern,RelFreedom_Concern,ChristBias_Concern,AP_THERM._1,AP_ELECT,OCI_1,OCI_2,OCI_3,OCI_4,PBOC_1,PBOC_2,PBOC_3,PBOC_4,Fight4Christian,Fight4White,Fight4Black,Fight4Muslims,Fight4Jews,Fight4NonRelig,Fight4Latin,AP_POLID,AP_GEN_1,AP_IDEO,AP_RACE_1,AP_RELAFF_1,ATTCHK,PQ_RACE_1,PQ_RACE_2,PQ_RACE_3,PQ_LGBT_4,PQ_LGBT_5,PQ_LGBT_6,PQ_REL_7,PQ_REL_8,PQ_REL_9,PQ_REL_10,PQ_REL_11,PQ_N_12,PQ_N_13,PQ_N_14,PQ_N_15,Q114,aid,FL_6_DO,PerceivedBias_DO
2/6/23 13:32,2/6/23 13:36,100,280,1,2/6/23 13:36,EN,1,1,NA,25,2,5,1,1,1,NA,1,5,2,NA,NA,1,2,3,2,1,6,7,5,7,3,2,6,6,5,3,6,6,2,2,religion in america is very strong and prominent.,1,4,4,4,54,4,3,4,4,4,6,4,4,5,4,6,4,2,2,3,3,1,4,5,5,7,7,4,5,4,5,3,5,3,5,5,4,2,3,5,4,4,NA,63e1637a-5964-4d84-b495-24537d61679b,Condition1:WhiteBias,PBC_1|PBW_1|PBRF_1
2/6/23 13:33,2/6/23 13:36,100,228,1,2/6/23 13:36,EN,1,1,NA,47,1,1,1,1,1,NA,2,3,3,NA,2,4,4,4,4,4,4,4,7,7,4,3,4,3,4,2,4,3,3,4,Hebsbjdjdvdhjdndnjdjndhdhsjksoshsdjxbxhdjjxbxbnxjxjxbxhhxjxjxjxjxhxjncncjxkxnbxbxjkxndbxhxjbxbxjxjjxjx,2,2,4,4,13,3,3,5,5,3,3,4,5,5,3,5,5,4,5,3,3,3,2,4,2,2,4,4,4,4,5,3,5,5,4,3,5,6,4,4,5,3,NA,63e163a6-a4ff-e84e-b78e-cc2cf77a3d7d,Condition2:ChristianBias,PBC_1|PBRF_1|PBW_1
2/6/23 13:25,2/6/23 13:36,100,663,1,2/6/23 13:36,EN,1,1,NA,34,1,6,1,1,3,NA,NA,5,1,NA,NA,5,4,4,6,5,5,6,5,4,6,5,5,5,4,6,4,5,4,5,I think its an interesting approach to the situation.,1,5,6,5,60,5,5,5,4,5,4,4,5,4,3,3,4,4,4,4,4,3,5,5,5,5,7,5,5,6,6,4,5,3,4,5,5,4,5,6,5,6,Great survey!,63e16193-e19f-9eba-f5e3-7a51578d86b2,Condition1:WhiteBias,PBRF_1|PBC_1|PBW_1
2/6/23 13:28,2/6/23 13:36,100,502,1,2/6/23 13:36,EN,0.800000012,1,NA,71,2,6,1,1,3,NA,NA,7,1,NA,NA,6,7,7,7,7,7,7,7,7,4,4,7,7,7,7,7,1,1,4,Religious freedom is under attack.,1,1,7,7,50,4,1,1,1,1,1,7,1,1,7,7,7,7,7,7,7,1,4,6,4,4,7,2,2,6,7,1,1,7,7,1,1,1,3,3,3,1,NA,63e162a1-0fdf-843b-c19a-570dc3013d51,Condition3:ReligiousFreedom,PBRF_1|PBC_1|PBW_1
2/6/23 13:24,2/6/23 13:36,100,754,1,2/6/23 13:36,EN,0.899999976,1,NA,21,1,5,1,1,1,NA,1,7,1,NA,NA,6,4,5,7,7,7,2,5,2,6,6,3,3,6,7,5,6,1,4,"It discusses how someone would change America if they were voted in, as asked by the interviewer",1,5,5,6,65,6,6,5,2,4,5,6,4,3,6,6,5,5,6,5,6,1,5,6,5,6,7,6,4,5,4,2,5,4,5,2,4,6,4,5,2,1,NA,63e1618e-062c-dbf9-893f-f8fa2026be88,Condition3:ReligiousFreedom,PBW_1|PBRF_1|PBC_1
2/6/23 13:30,2/6/23 13:36,100,383,1,2/6/23 13:36,EN,NA,1,NA,40,1,7,1,1,1,NA,1,5,1,NA,NA,4,7,5,7,6,7,6,6,7,1,3,6,4,4,3,6,6,6,5,Ok from that I read about in the interview if am to be honest I mistakenly pressed the next button and there wasn't a back botten to go back so am really sorry,1,5,5,4,59,6,6,6,7,7,6,4,7,3,7,6,7,7,7,4,4,1,5,1,5,6,7,6,5,5,1,7,4,4,7,6,7,7,6,6,6,5,Thank you for the opportunity just remember Jesus Christ is lord and he loves you,63e1626f-48f4-807d-2c22-412028daccb0,Condition2:ChristianBias,PBC_1|PBRF_1|PBW_1
2/6/23 13:34,2/6/23 13:36,100,179,1,2/6/23 13:37,EN,0.899999976,1,NA,52,1,2,1,1,1,NA,1,6,3,NA,2,2,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,I think it is very nice for sure.,3,6,6,6,92,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,7,1,6,7,7,6,6,6,6,6,6,6,6,6,7,7,6,7,7,6,none,63e1641e-dc08-d961-25dc-bc7a6727b7be,Condition2:ChristianBias,PBC_1|PBW_1|PBRF_1
2/6/23 13:31,2/6/23 13:37,100,350,1,2/6/23 13:37,EN,1,1,NA,73,2,3,1,1,1,NA,1,7,3,NA,2,7,5,5,5,7,4,4,6,6,4,4,6,6,6,5,6,5,3,4,A lot of people think white people are biased.,1,4,4,4,33,3,4,4,4,4,4,4,4,4,4,5,3,3,2,4,4,3,4,4,4,3,7,5,5,5,5,5,5,3,5,5,5,4,5,5,3,5,NA,63e16339-f793-62c6-e43d-c835c016a1c6,Condition1:WhiteBias,PBC_1|PBW_1|PBRF_1
2/6/23 13:30,2/6/23 13:37,100,407,1,2/6/23 13:37,EN,0.899999976,3,NA,52,2,2,1,1,3,NA,NA,3,3,NA,1,4,1,1,4,6,1,7,7,6,2,4,4,5,6,6,4,3,4,4,Attack on Christian and their beliefs.,1,6,4,6,70,2,4,5,1,7,4,2,5,5,4,5,4,1,1,1,6,1,4,6,6,7,7,4,2,2,4,2,6,4,7,4,4,2,4,5,2,6,NA,63e16313-1a26-02ce-a7ef-e8b0ba12c4b1,Condition2:ChristianBias,PBW_1|PBC_1|PBRF_1
2/6/23 13:31,2/6/23 13:37,100,326,1,2/6/23 13:37,EN,1,3,NA,42,1,4,1,1,1,NA,2,4,1,NA,NA,5,4,5,7,7,6,4,7,1,1,1,5,6,5,4,7,7,1,5,White people think we are racist for wanting to be equal to them,1,6,7,5,8,1,7,7,7,6,1,1,6,7,6,7,1,1,1,1,1,1,7,7,7,7,7,2,2,2,2,1,1,1,7,3,5,3,1,5,2,3,NA,63e16389-14c1-b53a-f0fb-3879d5f993bc,Condition1:WhiteBias,PBW_1|PBRF_1|PBC_1
2/6/23 13:31,2/6/23 13:37,100,362,1,2/6/23 13:37,EN,1,1,NA,58,1,5,1,1,1,NA,2,2,1,NA,NA,2,2,2,3,3,1,7,6,4,1,4,6,7,4,4,6,7,1,2,It is the way that it should be.,1,4,4,4,59,5,4,4,4,4,5,4,4,5,5,5,2,3,4,4,3,3,4,5,5,5,7,3,3,2,2,3,3,2,6,2,6,2,2,4,2,1,Good Survey. Thank you.,63e1635c-c10e-f748-eef4-75661c07cb0b,Condition4:Economy(Control) ,PBC_1|PBRF_1|PBW_1
2/6/23 13:28,2/6/23 13:37,100,531,1,2/6/23 13:37,EN,0.899999976,1,NA,23,2,3,1,1,12,NA,NA,2,3,NA,2,3,2,2,7,5,1,5,6,7,2,2,7,7,5,3,6,7,2,4,The person getting interviewed believes that Christians and Christianity are being attacked and discriminated against.,1,5,3,7,5,1,6,6,4,5,7,2,7,7,7,5,2,1,1,1,2,1,6,7,6,7,7,1,1,4,2,1,1,3,7,1,4,1,1,3,1,1,NA,63e16295-ed02-cd57-626e-0f77e74b9a58,Condition2:ChristianBias,PBC_1|PBRF_1|PBW_1
2/6/23 13:26,2/6/23 13:37,100,659,1,2/6/23 13:37,EN,0.899999976,1,NA,43,2,1,1,1,2,NA,NA,7,1,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,It’s basically how to survive on every day basis,1,7,7,7,100,7,7,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,63e16219-5680-8561-d6b7-9f3b5865441b,Condition1:WhiteBias,PBC_1|PBRF_1|PBW_1
2/6/23 13:30,2/6/23 13:37,100,407,1,2/6/23 13:37,EN,1,1,NA,61,2,4,1,1,3,NA,NA,5,2,NA,NA,4,1,2,5,6,2,2,6,5,5,3,5,7,5,5,6,4,1,4,it is about the fact that people are punished for expressig their religious views in public,1,1,7,7,53,4,2,3,1,5,4,4,5,4,6,4,6,6,6,5,4,2,5,4,6,5,7,6,4,6,7,6,6,6,6,2,4,7,6,6,4,7,NA,63e16313-6dba-6cd6-d060-695b01e3b861,Condition3:ReligiousFreedom,PBC_1|PBW_1|PBRF_1
2/6/23 13:32,2/6/23 13:37,100,258,1,2/6/23 13:37,EN,1,1,NA,46,2,3,1,1,1,NA,1,7,3,NA,2,3,4,5,5,5,5,5,3,5,5,6,6,6,6,6,6,6,2,4,It was based on one person's beliefs,4,4,4,4,54,6,4,5,2,5,3,3,5,5,5,6,5,4,3,1,1,1,4,4,5,3,7,4,6,6,7,7,4,5,5,6,5,4,5,7,3,5,NA,63e16389-8c19-96bb-7cc1-454806831e3f,Condition3:ReligiousFreedom,PBRF_1|PBW_1|PBC_1
2/6/23 13:27,2/6/23 13:37,100,595,1,2/6/23 13:37,EN,1,1,NA,43,1,6,1,1,1,NA,1,4,2,NA,NA,4,1,5,4,6,7,2,6,2,1,7,2,7,4,4,5,6,2,4,it's about our economy related question answers,1,7,4,6,90,7,4,5,3,4,4,7,3,3,7,7,7,5,5,6,6,2,7,4,7,7,7,4,7,5,5,6,5,7,7,6,1,4,7,7,3,4,nice survey,63e16265-c431-663d-bc61-3c9c917d8055,Condition4:Economy(Control) ,PBC_1|PBW_1|PBRF_1
2/6/23 13:29,2/6/23 13:37,100,452,1,2/6/23 13:37,EN,1,1,NA,61,1,5,1,1,1,NA,2,5,2,NA,NA,2,1,1,5,3,2,5,5,2,3,3,6,6,3,3,7,6,2,2,I heard a person who feels that whites are discriminated against. And how unfair that is. .,1,7,7,7,0,4,7,5,7,7,7,3,5,7,7,7,1,1,1,1,1,1,4,7,7,7,7,1,1,1,1,1,1,1,7,1,7,1,1,2,3,1,This was so disturbing. Sadly it is so true in America today.,63e162d5-7f7f-f3cd-12b7-ba89dab6cd52,Condition1:WhiteBias,PBC_1|PBW_1|PBRF_1
2/6/23 13:32,2/6/23 13:37,100,315,1,2/6/23 13:37,EN,1,1,NA,24,2,3,1,1,1,NA,2,5,2,NA,NA,4,1,4,2,2,5,2,6,6,2,1,2,2,4,2,7,7,1,7,NA,1,6,1,4,15,1,4,4,2,3,2,4,5,4,4,7,3,1,1,1,3,1,7,4,4,NA,1,5,7,4,1,1,1,1,1,5,2,7,4,4,4,1,NA,63e16393-9315-8a34-e29e-0e21661296ea,Condition4:Economy(Control) ,PBC_1|PBW_1|PBRF_1
2/6/23 13:21,2/6/23 13:37,100,971,1,2/6/23 13:37,EN,1,1,NA,34,2,2,1,1,1,NA,2,5,2,NA,NA,4,5,5,6,6,5,4,7,7,2,1,5,5,2,4,5,4,2,5,I have always believed that this country was built on Christian values I do not appreciate everybody has a right to their beliefs except the Christians,1,1,7,7,100,2,1,6,1,2,4,3,5,4,7,4,4,4,4,4,4,1,4,3,4,7,7,5,5,6,4,1,2,6,7,6,2,7,4,4,4,4,NA,63e160d9-21be-4832-6bf3-2edf7df16798,Condition2:ChristianBias,PBW_1|PBC_1|PBRF_1
2/6/23 13:30,2/6/23 13:37,100,420,1,2/6/23 13:37,EN,0.899999976,1,NA,52,2,2,1,1,1,NA,2,4,1,NA,NA,4,5,5,5,7,7,6,7,7,1,1,1,1,7,5,2,1,5,4,"Trying say that certain ethic don't get ahead, I do kno, you have work or try to get what you need in lufe",4,1,1,4,51,4,2,2,2,4,4,2,5,5,3,3,7,3,6,4,2,2,6,4,4,4,7,3,4,4,4,4,4,6,6,4,6,4,4,6,2,4,Great survey,63e162ff-462a-0d7e-0090-9ebfa5012b4f,Condition1:WhiteBias,PBRF_1|PBC_1|PBW_1
2/6/23 13:33,2/6/23 13:37,100,263,1,2/6/23 13:37,EN,1,1,NA,50,1,5,1,1,3,NA,NA,4,1,NA,NA,4,1,4,1,4,4,7,6,5,3,3,3,5,5,5,3,3,3,3,I did not read it,1,4,3,4,52,4,3,4,3,4,4,5,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,1,4,7,6,6,1,7,2,1,NA,63e163cf-0eda-24af-a520-46ce51dbf931,Condition1:WhiteBias,PBC_1|PBRF_1|PBW_1
2/6/23 13:30,2/6/23 13:37,100,395,1,2/6/23 13:37,EN,1,1,NA,65,1,3,1,1,1,NA,2,3,1,NA,NA,6,5,7,7,7,7,7,4,7,7,3,5,1,1,4,7,1,7,4,Oppression of the White race!,4,7,1,7,83,7,1,5,1,5,4,7,7,7,7,7,1,1,4,5,2,1,7,6,7,5,7,3,1,1,4,1,1,1,7,1,7,2,1,7,1,1,NA,63e16286-910b-f068-b3c9-1ff102969d95,Condition1:WhiteBias,PBRF_1|PBW_1|PBC_1
2/6/23 13:31,2/6/23 13:37,100,348,1,2/6/23 13:37,EN,1,1,NA,67,2,3,1,1,1,NA,2,5,1,NA,NA,6,6,6,6,6,6,2,5,3,5,6,2,2,7,7,2,2,4,2,"need to stop hiding the fact that your christian, and be able to practice in public without fear of reprisals.",1,1,7,7,71,4,1,2,2,4,3,5,4,3,7,7,7,7,7,7,7,1,6,7,4,7,7,5,1,3,5,1,2,5,5,5,5,1,2,5,1,1,NA,63e16387-08b2-92ab-4c50-b93195da4387,Condition3:ReligiousFreedom,PBC_1|PBRF_1|PBW_1
2/6/23 13:21,2/6/23 13:37,100,957,1,2/6/23 13:37,EN,0.899999976,1,NA,67,1,3,1,1,1,NA,2,4,1,NA,NA,6,6,6,6,6,7,7,4,4,4,5,5,5,4,4,4,3,3,4,The person who wants to be elected wants to make changes to how businesses operate so they could have more positive outcome in there business,1,1,1,1,71,6,2,2,2,2,4,6,2,4,6,6,6,6,6,6,6,1,7,6,6,5,7,3,2,2,4,1,1,4,4,1,4,2,1,3,1,1,NA,63e160b5-45cf-2cc2-8dfa-40e7b3e2cf79,Condition4:Economy(Control) ,PBC_1|PBW_1|PBRF_1
2/6/23 13:15,2/6/23 13:37,100,1357,1,2/6/23 13:37,EN,0.899999976,1,NA,71,2,4,1,1,2,NA,NA,6,2,NA,NA,1,3,2,2,5,1,2,1,5,2,1,7,5,2,2,7,6,1,1,The summary states that prejudice against  Christians is one of our largest problems and we must eliminate that prejudice.,1,1,1,1,1,1,3,2,7,5,5,2,6,6,2,2,1,1,1,1,1,1,7,7,7,4,5,7,7,7,7,7,7,6,6,5,4,5,6,7,5,7,Very interesting survey!,63e15f02-ab23-5b9d-1887-c869f7fdb379,Condition2:ChristianBias,PBW_1|PBRF_1|PBC_1
2/6/23 13:25,2/6/23 13:37,100,718,1,2/6/23 13:37,EN,1,1,NA,61,2,2,1,1,1,NA,1,7,3,NA,1,7,6,7,7,7,7,1,6,4,6,6,3,3,4,7,5,4,4,3,??????????????????????????????????????????????,1,1,1,1,3,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,6,4,6,1,7,4,7,7,1,1,1,6,7,4,4,1,3,6,4,7,very difficult to understand,63e161be-fa38-8c63-5e55-1ce856f463f2,Condition2:ChristianBias,PBRF_1|PBW_1|PBC_1
2/6/23 13:13,2/6/23 13:37,100,1483,1,2/6/23 13:37,EN,1,1,NA,76,2,3,1,1,2,NA,NA,6,1,NA,NA,4,4,5,4,4,6,5,5,5,5,5,3,4,6,6,5,4,4,3,"Sounds correct to me
",1,4,4,3,51,4,5,6,5,5,5,3,6,6,3,2,5,2,2,3,2,3,6,6,2,2,7,3,3,4,2,2,2,1,1,1,1,2,5,4,6,6,NA,63e15f04-3b8e-e7ab-6bad-7698832d06e7,Condition1:WhiteBias,PBRF_1|PBC_1|PBW_1
2/6/23 13:23,2/6/23 13:37,100,839,1,2/6/23 13:37,EN,0.899999976,1,NA,64,2,2,1,1,1,NA,1,1,3,NA,2,4,1,3,1,4,2,3,6,6,5,3,5,5,5,3,5,5,3,5,"they believe that the people of the area that they live in think that you can't come out with your chiristian values in any way, shape or form or you would be considered a bigot.",1,6,6,6,72,4,2,3,2,3,4,3,5,5,4,4,5,6,5,6,5,3,7,3,7,7,7,5,1,3,3,1,1,2,7,1,5,7,3,5,3,1,NA,63e1614e-698d-4522-2ec0-87b62bd7791e,Condition2:ChristianBias,PBC_1|PBW_1|PBRF_1
2/6/23 13:29,2/6/23 13:37,100,524,1,2/6/23 13:37,EN,1,1,NA,69,2,2,1,1,12,NA,NA,2,2,NA,NA,2,4,5,2,3,4,6,6,6,5,3,5,3,4,5,4,3,2,4,Advocating stopping the attack on religious freedom,1,1,7,7,0,4,6,5,1,7,5,4,5,7,7,4,4,1,1,1,3,1,7,7,7,7,7,2,2,2,2,1,1,1,7,1,2,1,4,1,5,1,NA,63e1629f-9942-1747-2a47-9622531a830a,Condition3:ReligiousFreedom,PBC_1|PBW_1|PBRF_1
2/6/23 13:06,2/6/23 13:37,100,1867,1,2/6/23 13:37,EN,0.899999976,1,NA,72,2,3,1,1,2,NA,NA,3,3,NA,1,4,6,4,7,6,6,6,7,7,2,1,5,6,6,6,5,5,2,2,White American  people are  feeling  reverse  racism.,1,6,5,4,45,6,2,5,3,5,5,3,4,3,4,6,6,5,5,3,3,3,4,4,5,5,7,5,4,4,5,1,3,5,5,4,4,4,3,5,2,4,NA,63e15d26-f1c2-8c4b-fe05-b60f5abecd5a,Condition1:WhiteBias,PBW_1|PBC_1|PBRF_1
2/6/23 13:28,2/6/23 13:38,100,550,1,2/6/23 13:38,EN,0.899999976,1,NA,55,1,2,1,1,1,NA,2,5,1,NA,NA,5,2,4,6,6,6,3,6,2,5,6,6,2,6,6,7,3,5,5,"White people are the ones that seem to be Ds inundated
",4,5,6,4,51,5,3,6,2,6,6,3,6,5,6,6,4,4,4,5,4,1,5,3,5,6,7,5,6,6,3,4,5,3,6,6,6,5,5,5,5,5,NA,63e162d2-3160-1bbe-aa5e-14e7e82c3df5,Condition1:WhiteBias,PBRF_1|PBC_1|PBW_1
2/6/23 13:21,2/6/23 13:38,100,1003,1,2/6/23 13:38,EN,0.899999976,1,NA,74,2,4,1,1,3,NA,NA,4,3,NA,1,5,3,5,5,6,4,5,3,3,5,4,3,4,5,6,4,3,4,5,The government is causing disparities between the economic groups,4,4,5,5,53,4,4,5,5,5,5,4,4,5,5,5,4,3,4,1,4,2,5,4,5,5,7,4,4,5,3,1,2,4,5,4,4,2,5,5,5,4,NA,63e15f92-12a5-6897-3ac3-bf786b7f1180,Condition4:Economy(Control) ,PBW_1|PBC_1|PBRF_1
2/6/23 13:30,2/6/23 13:38,100,444,1,2/6/23 13:38,EN,1,1,NA,38,1,5,1,1,2,NA,NA,6,1,NA,NA,5,4,5,5,5,4,4,6,6,2,3,4,5,7,7,4,4,4,5,That is a little extreme.,2,3,4,3,27,3,4,5,4,5,7,2,6,6,5,6,4,3,3,2,5,1,4,7,6,7,7,1,1,1,1,1,1,6,7,1,5,1,1,4,2,1,NA,63e162e9-f1f4-e6c2-7429-044c8f16d2a3,Condition2:ChristianBias,PBC_1|PBRF_1|PBW_1
2/6/23 13:26,2/6/23 13:38,100,707,1,2/6/23 13:38,EN,0.899999976,1,NA,60,2,2,1,1,1,NA,2,4,1,NA,NA,4,4,4,5,5,5,5,5,5,4,6,5,5,6,5,6,4,3,4,Our economy is failing and families are struggling to survive. Our business are closing and the unemployment rate is high.,1,2,2,2,72,4,2,2,2,3,2,6,2,4,4,4,4,4,4,4,4,1,4,3,4,4,7,4,4,4,5,4,4,4,5,3,4,4,4,5,3,5,NA,63e16208-d96d-317b-cc55-f8c0eb910c6a,Condition4:Economy(Control) ,PBRF_1|PBW_1|PBC_1
2/6/23 13:14,2/6/23 13:38,100,1440,1,2/6/23 13:38,EN,1,1,NA,72,1,2,1,1,2,NA,NA,2,3,NA,1,5,6,7,7,7,7,7,7,7,6,2,6,6,7,7,6,4,2,4,A  belief that white people and their ideas and history should be hid away and white people should be dislike..,1,6,4,5,71,4,2,5,6,5,5,3,5,7,7,7,4,4,6,4,4,1,7,7,7,7,7,5,2,4,3,1,1,4,6,5,6,4,4,6,1,4,NA,63e15f0f-6323-2b31-07ac-e5b6717410a7,Condition1:WhiteBias,PBRF_1|PBW_1|PBC_1
2/6/23 13:30,2/6/23 13:38,100,479,1,2/6/23 13:38,EN,1,1,NA,78,2,2,1,1,1,NA,2,7,1,NA,NA,6,6,7,7,7,1,7,7,5,5,6,2,2,7,7,2,2,6,6,Christians are being biased against because of their beliefs and this has to stop.,1,4,6,6,92,6,1,5,1,5,6,3,6,3,7,6,6,6,6,6,6,3,6,6,6,6,7,5,3,3,6,2,2,2,6,6,2,2,2,6,2,7,I like that the survey did not require narrative answers.,63e1630c-a7e5-3f3b-bc7f-6425568cba8b,Condition2:ChristianBias,PBW_1|PBC_1|PBRF_1
2/6/23 13:32,2/6/23 13:38,100,354,1,2/6/23 13:38,EN,0.800000012,1,NA,34,1,4,1,1,1,NA,1,5,2,NA,NA,2,4,4,4,2,4,4,5,7,3,7,5,5,5,6,6,5,6,3,I didn’t read it,1,6,5,6,60,6,5,6,2,6,5,5,3,7,6,5,6,5,3,6,5,2,5,2,5,5,5,5,6,5,7,6,6,3,1,6,5,7,4,1,1,7,Noting rally,63e1637a-b9bd-67bb-cec5-a2dc96868321,Condition1:WhiteBias,PBC_1|PBW_1|PBRF_1
2/6/23 13:34,2/6/23 13:38,100,218,1,2/6/23 13:38,EN,0.899999976,1,NA,45,1,2,1,1,1,NA,2,4,1,NA,NA,4,4,4,4,4,4,4,4,3,3,2,3,2,3,4,5,6,2,3,I really have no idea what,1,5,3,2,6,4,4,3,5,3,4,3,3,5,7,7,1,1,1,1,1,1,4,3,4,4,5,3,4,3,4,5,3,4,3,3,3,5,5,2,2,4,None,63e1641d-317b-b619-5d26-8a9b1f282171,Condition1:WhiteBias,PBRF_1|PBW_1|PBC_1
2/6/23 13:31,2/6/23 13:38,100,396,1,2/6/23 13:38,EN,0.800000012,1,NA,67,1,2,1,1,2,NA,NA,5,1,NA,NA,6,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,4,5,5,People no longer practice open religion beliefs because they can be punished.,1,3,4,4,63,5,3,4,3,5,5,4,4,5,5,4,3,3,3,2,3,4,5,3,4,5,7,5,3,3,5,5,3,3,5,3,5,3,5,5,5,5,NA,63e16350-13c1-f007-c0bf-094b66b1ee6d,Condition3:ReligiousFreedom,PBRF_1|PBW_1|PBC_1
2/6/23 13:30,2/6/23 13:38,100,498,1,2/6/23 13:38,EN,0.899999976,1,NA,NA,1,2,1,1,1,NA,1,5,1,NA,NA,5,7,7,7,7,7,6,5,3,6,6,3,3,7,7,5,5,5,6,I believe it is true and we need to stand up for what we believe in,1,3,6,5,76,6,2,2,1,2,4,6,2,5,6,4,4,3,6,4,4,1,5,5,5,6,7,6,6,6,3,3,3,5,6,6,5,3,6,6,3,6,NA,63e162e0-cd71-430d-744e-91995fa55109,Condition3:ReligiousFreedom,PBRF_1|PBC_1|PBW_1
2/6/23 13:18,2/6/23 13:38,100,1163,1,2/6/23 13:38,EN,1,1,NA,69,1,2,1,1,1,NA,2,5,1,NA,NA,4,4,4,6,6,6,6,4,5,4,4,4,4,4,5,4,5,4,4,reliogous freedom,1,6,6,6,80,6,4,4,4,4,4,5,3,4,6,6,6,6,6,6,6,1,4,4,4,5,7,5,4,5,7,4,4,4,4,6,5,4,3,4,1,1,NA,63e16050-c566-11b8-426c-d84bc20c9ce4,Condition3:ReligiousFreedom,PBC_1|PBRF_1|PBW_1
2/6/23 13:26,2/6/23 13:38,100,736,1,2/6/23 13:38,EN,1,1,NA,68,2,4,1,1,2,NA,NA,4,1,NA,NA,4,3,5,5,5,4,5,5,5,3,5,3,5,6,6,5,5,2,5,White people are now looked down upon and are afraid to speak up about their discrimation.,1,6,1,3,72,4,3,6,3,6,5,3,6,5,6,6,4,3,4,4,3,1,7,7,7,7,7,6,3,3,5,5,5,4,6,3,5,2,5,5,2,2,NA,63e161bb-7832-3fd3-4c8b-db8e8cc2f729,Condition1:WhiteBias,PBRF_1|PBC_1|PBW_1
2/6/23 13:28,2/6/23 13:38,100,610,1,2/6/23 13:38,EN,1,1,NA,76,2,3,1,1,1,NA,2,5,1,NA,NA,5,5,5,5,5,5,3,6,6,5,4,4,3,6,6,6,6,3,5,Christians are being silenced due to bigotry accusations.,1,4,4,4,29,3,6,6,6,6,5,3,5,5,1,4,3,4,4,7,4,3,5,1,5,2,7,3,4,3,6,5,5,4,2,5,6,5,5,4,5,4,NA,63e1629b-e542-1091-48c9-b6c972217f5d,Condition2:ChristianBias,PBC_1|PBRF_1|PBW_1
2/6/23 13:22,2/6/23 13:38,100,953,1,2/6/23 13:38,EN,1,1,NA,81,1,2,1,1,1,NA,2,3,4,none,NA,5,5,6,4,5,4,2,6,5,6,5,4,4,7,7,4,5,2,4,that this country was built on crisctian values but we have gotten away from them and should focus on getting back to them,1,1,7,7,81,5,1,2,1,4,5,5,6,4,7,7,7,7,7,4,7,3,5,5,4,7,7,5,4,6,6,1,1,4,6,1,5,4,3,3,2,2,NA,63e1614f-f05d-5ba4-3fc5-6af8b2d06315,Condition2:ChristianBias,PBC_1|PBRF_1|PBW_1
2/6/23 13:29,2/6/23 13:38,100,519,1,2/6/23 13:38,EN,1,1,NA,59,1,2,1,1,1,NA,2,7,1,NA,NA,4,7,7,1,1,7,7,7,7,4,3,2,2,7,7,4,2,2,4,I work as a security officer in a hospital.,1,1,1,1,49,4,4,5,5,5,4,4,3,5,1,1,7,7,1,7,7,2,1,1,1,1,7,7,7,7,1,1,1,1,1,1,1,4,1,1,7,1,NA,63e162a4-eb8d-497d-abf7-89e41a72619e,Condition4:Economy(Control) ,PBC_1|PBRF_1|PBW_1
2/6/23 13:32,2/6/23 13:38,100,386,1,2/6/23 13:38,EN,1,1,NA,62,2,3,1,1,2,NA,NA,5,3,NA,2,4,5,5,6,6,6,4,5,6,5,5,7,3,7,7,3,2,4,5,Christians should hide the fact that they believe,1,3,6,6,55,3,6,5,6,7,4,5,5,5,6,6,5,3,3,2,3,1,6,7,6,6,5,3,3,3,4,2,3,2,6,2,6,2,2,5,2,3,NA,63e16368-7edf-af0d-da1a-cfcae0aed24e,Condition2:ChristianBias,PBW_1|PBRF_1|PBC_1
2/6/23 13:33,2/6/23 13:38,100,299,1,2/6/23 13:38,EN,0.899999976,1,NA,56,2,2,1,1,1,NA,2,4,2,NA,NA,4,5,5,5,5,5,4,5,4,4,4,4,4,4,5,5,4,4,4,I'm really just not sure,1,4,3,5,59,3,3,5,3,3,4,4,5,4,2,3,3,3,3,2,2,2,4,3,3,3,4,4,5,4,3,4,3,4,5,4,4,2,4,3,6,2,NA,63e163fe-fc9a-fab1-d98a-6c4d7a82c847,Condition1:WhiteBias,PBW_1|PBRF_1|PBC_1
