StartDate,EndDate,Progress,Duration..in.seconds.,Finished,RecordedDate,UserLanguage,Q_RecaptchaScore,race,race_10_TEXT,age,gender,edu,usa,eng,rel_aff,rel_aff_13_TEXT,evang,religio,polaff,polaff_4_TEXT,pol_rd,ideo,manchk_wb,manchk2_wb,manchk_cb,manchk2_cb,manchk_ec,Q128,WhiteBias_Concern1,WhiteBias_Concern2,ChristianBias_Concern1,ChristianBias_Concern2,BlackBias_Concern1,BlackBias_Concern2,AP_1_1,AP_2,AP_3,AP_5_1,AP_6_1,AP_7,OCI_1,OCI_2,OCI_3,OCI_4,Fight4Christians,Fight4White,Fight4Black,Fight4Muslims,Fight4Jews,Fight4Atheists,Fight4Latin,wcp_1_1,wcp_2,wcp_3,wcp_4,wcp_5,wcp_6,FL_6_DO,Condition_Christ,Condition_White,Condition
4/21/23 23:28,4/21/23 23:32,100,247,1,4/21/23 23:32,EN,1,2,NA,22,2,5,1,1,1,NA,2,5,2,NA,NA,6,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,58,3,1,7,5,4,1,1,1,1,2,6,3,2,5,4,1,76,6,5,5,5,5,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 23:30,4/21/23 23:37,100,408,1,4/21/23 23:37,EN,0.899999976,2,NA,31,1,6,1,1,1,NA,1,6,1,NA,NA,6,NA,NA,1,NA,NA,NA,4,4,7,4,4,5,100,7,1,5,7,3,1,6,1,6,7,6,6,1,4,1,1,71,7,4,4,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 23:47,4/21/23 23:53,100,348,1,4/21/23 23:53,EN,0.899999976,2,NA,33,2,2,1,1,1,NA,1,6,2,NA,NA,3,1,NA,NA,NA,NA,NA,6,7,4,4,3,3,22,6,2,5,6,4,2,5,6,4,4,7,3,5,5,1,3,71,6,6,5,6,4,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 23:50,4/21/23 23:56,100,314,1,4/21/23 23:56,EN,0.899999976,2,NA,48,2,5,1,1,1,NA,1,6,2,NA,NA,4,NA,NA,NA,NA,1,NA,2,5,2,4,4,4,30,3,2,3,4,4,2,2,2,2,4,5,3,4,4,3,4,47,4,4,4,5,4,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 0:29,4/22/23 0:31,100,109,1,4/22/23 0:31,EN,1,2,NA,25,1,6,1,1,3,NA,NA,7,2,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,30,5,1,7,5,2,1,1,1,1,4,4,4,4,4,4,4,100,5,5,5,5,5,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 0:44,4/22/23 0:48,100,230,1,4/22/23 0:48,EN,1,2,NA,37,2,5,1,1,1,NA,2,6,2,NA,NA,3,1,NA,NA,NA,NA,NA,7,7,5,5,1,1,11,7,1,7,6,2,7,6,7,7,6,3,2,2,5,1,2,50,4,5,5,3,3,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 1:07,4/22/23 1:11,100,238,1,4/22/23 1:11,EN,0.899999976,2,NA,21,2,3,1,1,1,NA,2,2,4,Leftist,NA,1,NA,NA,1,NA,NA,NA,4,6,7,7,1,1,0,7,1,7,7,2,5,6,6,6,7,6,1,1,1,1,1,95,7,7,7,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 1:19,4/22/23 1:25,100,351,1,4/22/23 1:25,EN,1,2,NA,21,1,3,2,1,1,NA,2,6,3,NA,2,4,NA,NA,NA,NA,1,NA,3,4,3,3,3,4,51,5,3,4,4,5,1,3,2,3,4,4,4,4,4,5,4,40,4,3,4,3,3,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 1:20,4/22/23 1:35,100,893,1,4/22/23 1:35,EN,1,2,NA,42,2,5,2,1,1,NA,2,5,2,NA,NA,2,NA,NA,1,NA,NA,NA,2,4,7,5,3,5,81,3,1,7,6,6,1,5,2,4,6,5,5,3,4,2,4,83,6,3,5,6,6,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 1:25,4/22/23 1:41,100,935,1,4/22/23 1:41,EN,0.899999976,2,NA,52,2,2,1,1,1,NA,1,4,2,NA,NA,4,1,NA,NA,NA,NA,NA,6,6,5,6,5,4,71,3,2,6,5,4,4,4,3,4,5,6,3,3,3,3,3,58,4,5,5,5,4,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 1:52,4/22/23 1:56,100,244,1,4/22/23 1:56,EN,1,2,NA,32,1,3,1,1,1,NA,2,4,2,NA,NA,5,NA,NA,NA,NA,1,NA,5,5,6,5,3,5,51,3,2,6,5,5,1,1,1,1,5,6,3,3,4,4,3,72,6,5,5,5,5,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 1:38,4/22/23 2:07,100,1702,1,4/22/23 2:07,EN,1,2,NA,59,1,5,2,2,1,NA,1,6,2,NA,NA,1,1,NA,NA,NA,NA,NA,7,6,1,2,1,1,0,7,1,7,4,1,6,7,7,7,1,7,1,1,1,1,1,100,7,7,7,7,7,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 2:13,4/22/23 2:16,100,227,1,4/22/23 2:16,EN,0.800000012,2,NA,41,2,5,1,1,1,NA,1,4,2,NA,NA,1,NA,NA,1,NA,NA,NA,4,4,7,7,1,1,0,7,1,7,7,4,4,6,4,4,7,7,1,1,1,1,1,91,7,7,7,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 2:15,4/22/23 2:18,100,204,1,4/22/23 2:18,EN,0.899999976,2,NA,45,1,3,1,1,1,NA,1,6,1,NA,NA,5,1,NA,NA,NA,NA,NA,7,7,1,1,1,1,14,7,1,7,5,1,7,7,7,7,4,7,1,1,1,1,1,44,3,4,6,3,3,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 2:18,4/22/23 2:20,100,154,1,4/22/23 2:20,EN,1,2,NA,29,2,4,1,1,1,NA,2,5,2,NA,NA,3,NA,NA,1,NA,NA,NA,4,4,3,4,3,4,50,3,3,4,5,4,4,6,5,6,4,4,4,4,4,4,4,40,3,4,4,4,4,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 2:28,4/22/23 2:31,100,158,1,4/22/23 2:31,EN,1,2,NA,39,1,5,1,1,1,NA,2,5,2,NA,NA,4,NA,NA,NA,NA,1,NA,3,3,3,2,2,2,41,3,2,5,5,4,1,1,1,1,1,1,1,1,1,1,1,51,4,3,4,4,4,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 2:49,4/22/23 2:54,100,308,1,4/22/23 2:54,EN,1,2,NA,69,2,3,1,1,1,NA,2,7,2,NA,NA,3,NA,NA,1,NA,NA,NA,2,4,7,6,3,4,100,6,1,6,7,5,1,2,1,5,6,4,4,3,3,2,4,80,4,2,4,7,6,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 2:44,4/22/23 2:54,100,616,1,4/22/23 2:54,EN,1,2,NA,61,2,3,1,1,1,NA,1,6,3,NA,2,4,NA,NA,NA,NA,1,NA,2,7,2,7,2,7,63,4,3,1,1,7,1,1,1,1,7,7,7,4,5,4,6,77,5,3,5,4,5,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 2:51,4/22/23 2:57,100,361,1,4/22/23 2:57,EN,0.899999976,2,NA,49,2,5,1,1,1,NA,2,7,2,NA,NA,2,1,NA,NA,NA,NA,NA,6,6,2,2,1,1,8,7,1,7,2,1,7,6,7,6,2,7,1,1,1,4,1,50,4,3,5,4,5,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 3:13,4/22/23 3:20,100,422,1,4/22/23 3:20,EN,0.899999976,2,NA,37,1,6,2,1,2,NA,NA,4,2,NA,NA,2,1,NA,NA,NA,NA,NA,7,7,1,1,1,1,20,7,1,7,7,4,6,6,6,6,1,7,1,1,4,1,1,81,6,7,7,6,6,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 3:19,4/22/23 3:23,100,230,1,4/22/23 3:23,EN,1,2,NA,27,2,6,1,1,1,NA,2,5,2,NA,NA,2,NA,NA,1,NA,NA,NA,6,7,5,5,1,1,11,7,1,7,7,5,2,5,3,5,5,7,1,1,1,1,1,89,6,7,7,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 3:29,4/22/23 3:34,100,266,1,4/22/23 3:34,EN,1,2,NA,21,2,3,1,1,1,NA,2,4,2,NA,NA,3,1,NA,NA,NA,NA,NA,7,7,3,2,1,1,0,7,1,7,4,1,6,6,7,6,2,7,1,1,2,2,1,89,6,6,7,7,7,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 3:27,4/22/23 3:37,100,589,1,4/22/23 3:37,EN,1,2,NA,38,2,2,1,1,1,NA,2,7,1,NA,NA,5,NA,NA,NA,NA,1,NA,1,1,7,7,7,7,100,7,1,5,7,7,1,1,1,1,7,5,7,7,7,1,7,100,7,1,4,7,7,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 3:35,4/22/23 3:38,100,176,1,4/22/23 3:38,EN,0.899999976,2,NA,22,1,5,1,1,1,NA,1,6,3,NA,2,4,NA,NA,NA,NA,1,NA,2,2,2,2,2,2,55,5,1,6,4,4,2,2,2,2,4,4,4,4,4,4,4,70,5,5,5,4,4,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 4:07,4/22/23 4:10,100,232,1,4/22/23 4:10,EN,1,2,NA,36,2,3,1,1,1,NA,2,5,2,NA,NA,1,NA,NA,1,NA,NA,NA,3,4,7,6,3,4,79,3,2,6,7,6,2,2,3,4,7,6,3,2,2,1,4,99,7,1,6,6,6,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 4:13,4/22/23 4:19,100,350,1,4/22/23 4:19,EN,0.800000012,2,NA,27,1,5,1,1,1,NA,1,5,1,NA,NA,5,NA,NA,1,NA,NA,NA,2,1,2,6,6,2,63,4,2,5,4,5,2,6,6,1,7,3,6,7,7,7,4,35,3,1,2,3,2,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 4:26,4/22/23 4:30,100,232,1,4/22/23 4:30,EN,0.899999976,2,NA,62,1,5,1,1,1,NA,1,7,2,NA,NA,1,NA,NA,NA,NA,1,NA,7,7,7,7,7,7,92,1,2,7,7,7,1,1,1,1,7,7,7,7,7,7,7,100,7,7,7,7,7,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 4:36,4/22/23 4:43,100,386,1,4/22/23 4:43,EN,1,2,NA,58,1,3,1,1,1,NA,2,4,2,NA,NA,4,1,NA,NA,NA,NA,NA,7,7,1,2,1,1,5,7,1,7,4,1,7,7,7,6,4,7,1,1,1,1,1,50,4,2,4,4,4,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 4:36,4/22/23 4:48,100,704,1,4/22/23 4:48,EN,0.899999976,2,NA,59,1,5,1,1,1,NA,1,7,2,NA,NA,1,NA,NA,1,NA,NA,NA,4,4,5,4,5,4,60,4,2,4,7,4,1,1,1,1,5,4,7,4,5,4,4,60,4,4,4,4,4,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 4:41,4/22/23 4:51,100,599,1,4/22/23 4:51,EN,1,2,NA,31,1,5,1,1,1,NA,2,6,1,NA,NA,6,NA,NA,NA,NA,1,NA,3,4,3,4,3,4,65,5,1,5,5,6,2,2,2,2,4,4,4,3,4,3,4,75,6,4,5,4,5,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 4:52,4/22/23 4:57,100,298,1,4/22/23 4:57,EN,1,2,NA,59,2,3,1,1,1,NA,1,6,2,NA,NA,4,NA,NA,NA,NA,1,NA,4,4,4,4,4,4,42,3,3,4,4,5,2,2,2,5,4,4,4,4,4,4,4,48,4,4,4,4,4,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 5:11,4/22/23 5:16,100,316,1,4/22/23 5:16,EN,1,2,NA,50,1,5,1,1,1,NA,1,7,2,NA,NA,1,1,NA,NA,NA,NA,NA,7,7,7,7,7,7,100,1,2,7,7,7,1,1,1,1,7,7,7,7,7,7,7,100,7,7,7,7,7,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 5:38,4/22/23 5:41,100,232,1,4/22/23 5:41,EN,1,2,NA,32,1,5,1,1,1,NA,1,7,1,NA,NA,7,NA,NA,1,NA,NA,NA,2,2,7,7,2,2,76,7,1,5,7,7,1,4,1,4,7,5,4,1,4,1,4,87,7,4,5,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 5:36,4/22/23 5:45,100,516,1,4/22/23 5:45,EN,1,2,NA,46,2,2,1,1,1,NA,2,5,2,NA,NA,7,NA,NA,1,NA,NA,NA,1,1,6,6,1,1,71,5,2,3,7,6,1,1,1,1,7,6,6,4,4,4,4,72,6,4,3,7,6,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 5:45,4/22/23 5:50,100,293,1,4/22/23 5:50,EN,1,2,NA,29,2,6,1,1,1,NA,2,4,2,NA,NA,1,NA,NA,NA,NA,1,NA,3,5,3,4,3,4,40,5,1,5,6,4,2,2,2,2,5,5,4,4,4,4,4,87,6,6,6,6,6,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 5:45,4/22/23 5:52,100,395,1,4/22/23 5:52,EN,0.800000012,2,NA,56,2,6,2,1,1,NA,2,5,2,NA,NA,5,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,71,5,1,5,5,4,2,2,1,2,5,6,3,6,5,3,3,53,4,5,5,5,4,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 5:51,4/22/23 5:54,100,235,1,4/22/23 5:54,EN,1,2,NA,50,2,5,1,1,1,NA,2,6,2,NA,NA,2,1,NA,NA,NA,NA,NA,7,6,3,2,1,1,3,7,1,7,4,1,6,4,7,7,4,7,2,1,1,2,1,91,6,7,7,1,4,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 6:03,4/22/23 6:15,100,713,1,4/22/23 6:15,EN,1,1,NA,48,1,5,1,1,1,NA,1,6,1,NA,NA,6,NA,NA,NA,NA,1,NA,5,6,5,4,4,4,63,6,1,6,4,6,6,5,5,6,5,6,4,4,4,4,4,53,4,5,4,5,4,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 6:39,4/22/23 6:43,100,230,1,4/22/23 6:43,EN,1,2,NA,26,2,5,1,1,1,NA,2,3,2,NA,NA,2,NA,NA,1,NA,NA,NA,6,6,7,7,2,2,35,7,1,6,7,3,2,2,5,7,6,5,7,7,7,7,7,90,7,6,6,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 6:46,4/22/23 6:54,100,476,1,4/22/23 6:54,EN,1,2,NA,58,2,3,1,1,1,NA,1,6,2,NA,NA,4,NA,NA,NA,NA,1,NA,2,4,4,3,2,4,50,5,1,4,4,5,1,1,1,1,4,4,4,4,4,4,4,50,6,5,5,4,4,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 6:52,4/22/23 6:56,100,254,1,4/22/23 6:56,EN,1,2,NA,38,2,4,1,1,1,NA,2,3,2,NA,NA,3,1,NA,NA,NA,NA,NA,7,5,4,4,1,2,5,7,1,6,5,3,5,5,6,5,6,7,2,1,4,1,2,83,6,6,7,6,6,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 6:51,4/22/23 6:59,100,519,1,4/22/23 6:59,EN,0.800000012,2,NA,50,2,5,1,1,2,NA,NA,7,2,NA,NA,1,1,NA,NA,NA,NA,NA,7,7,2,2,2,2,43,1,2,7,3,4,3,5,5,5,4,7,3,3,6,6,4,38,5,4,5,4,4,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 6:58,4/22/23 7:01,100,208,1,4/22/23 7:01,EN,1,2,NA,24,2,3,1,1,1,NA,2,6,3,NA,1,4,NA,NA,1,NA,NA,NA,4,5,2,2,4,4,16,4,2,6,3,4,4,4,2,5,4,5,3,2,2,3,3,24,5,5,6,3,4,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 7:07,4/22/23 7:11,100,227,1,4/22/23 7:11,EN,0.800000012,2,NA,35,2,4,1,1,1,NA,2,6,3,NA,2,6,NA,NA,NA,NA,1,NA,4,3,3,3,5,5,55,3,2,5,4,5,2,2,2,2,3,3,6,6,6,5,6,46,3,3,3,3,3,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 7:25,4/22/23 7:29,100,206,1,4/22/23 7:29,EN,1,2,NA,52,2,4,1,1,1,NA,2,6,3,NA,NA,4,1,NA,NA,NA,NA,NA,7,7,1,2,1,2,20,7,1,7,1,1,7,6,2,6,1,7,1,1,1,1,1,100,7,7,7,6,4,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 7:25,4/22/23 7:33,100,487,1,4/22/23 7:33,EN,0.899999976,2,NA,59,2,3,1,1,1,NA,2,5,2,NA,NA,2,NA,NA,1,NA,NA,NA,4,5,7,7,3,4,65,7,1,5,7,6,3,5,3,5,7,6,3,3,3,1,4,100,7,7,7,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 7:34,4/22/23 7:37,100,216,1,4/22/23 7:37,EN,0.899999976,2,NA,43,2,4,1,1,1,NA,2,5,3,NA,2,4,NA,NA,NA,NA,1,NA,5,4,1,4,5,5,44,4,2,6,4,5,1,2,1,5,4,6,4,1,4,1,4,6,1,1,1,3,1,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 7:39,4/22/23 7:44,100,308,1,4/22/23 7:44,EN,0.899999976,2,NA,35,2,6,1,1,1,NA,1,7,3,NA,1,5,1,NA,NA,NA,NA,NA,6,7,4,4,2,1,50,7,1,7,4,4,2,5,2,7,4,7,1,1,3,4,1,80,7,7,7,4,5,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 7:42,4/22/23 7:47,100,340,1,4/22/23 7:47,EN,1,2,NA,52,2,5,1,1,1,NA,1,6,2,NA,NA,4,NA,NA,1,NA,NA,NA,6,6,7,7,2,1,30,7,1,7,7,4,4,6,5,7,7,7,2,1,1,1,2,100,7,7,7,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 7:49,4/22/23 7:58,100,558,1,4/22/23 7:58,EN,0.800000012,2,NA,50,2,5,1,1,1,NA,2,2,3,NA,2,4,NA,NA,NA,NA,1,NA,1,1,1,2,2,2,20,5,1,2,4,3,2,2,2,2,4,7,2,2,3,3,3,81,5,5,5,4,4,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 8:00,4/22/23 8:07,100,430,1,4/22/23 8:07,EN,1,2,NA,80,1,3,1,1,1,NA,2,6,2,NA,NA,4,1,NA,NA,NA,NA,NA,7,7,7,6,4,4,30,7,1,7,7,5,6,6,5,4,7,7,2,2,5,2,2,100,7,7,7,7,7,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 8:07,4/22/23 8:12,100,290,1,4/22/23 8:12,EN,1,2,NA,32,1,5,1,1,1,NA,1,5,3,NA,1,5,NA,NA,NA,NA,1,NA,3,3,1,1,3,3,50,4,4,6,2,3,1,3,1,2,1,2,3,3,2,2,2,38,3,4,3,1,1,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 8:11,4/22/23 8:16,100,262,1,4/22/23 8:16,EN,1,2,NA,27,1,5,1,1,1,NA,1,7,3,NA,1,5,NA,NA,1,NA,NA,NA,6,6,7,7,3,3,60,6,1,6,6,5,1,4,2,3,6,4,4,2,2,3,3,85,6,5,5,6,6,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 8:12,4/22/23 8:16,100,252,1,4/22/23 8:16,EN,0.899999976,2,NA,60,2,3,1,1,1,NA,2,6,2,NA,NA,1,NA,NA,1,NA,NA,NA,2,4,7,7,1,2,50,6,1,7,7,4,4,2,1,2,7,5,1,1,1,1,1,80,5,4,6,6,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 8:13,4/22/23 8:16,100,225,1,4/22/23 8:16,EN,1,2,NA,27,1,5,1,1,10,NA,NA,1,2,NA,NA,3,1,NA,NA,NA,NA,NA,7,6,3,3,1,1,0,7,1,7,7,7,7,7,7,7,7,7,1,1,1,1,1,100,7,7,7,1,4,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 8:15,4/22/23 8:20,100,288,1,4/22/23 8:20,EN,1,2,NA,48,2,5,1,1,2,NA,NA,6,2,NA,NA,1,NA,NA,NA,NA,1,NA,3,3,3,3,3,3,52,5,1,5,3,3,2,2,2,2,3,4,4,4,4,4,4,75,4,4,5,4,4,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 8:18,4/22/23 8:24,100,416,1,4/22/23 8:24,EN,0.899999976,2,NA,43,2,4,1,1,1,NA,2,5,4,no preference,NA,4,1,NA,NA,NA,NA,NA,6,5,4,4,3,3,50,7,1,7,7,4,4,4,5,4,4,6,3,3,4,3,3,100,6,7,6,5,5,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 8:26,4/22/23 8:30,100,259,1,4/22/23 8:30,EN,1,2,NA,55,2,5,1,1,1,NA,2,7,3,NA,1,6,NA,NA,NA,NA,1,NA,4,4,4,4,4,4,70,5,1,4,4,4,1,1,1,1,4,4,4,4,4,4,4,80,5,4,4,4,4,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 8:39,4/22/23 8:45,100,370,1,4/22/23 8:45,EN,1,2,NA,25,1,4,1,1,1,NA,2,2,2,NA,NA,2,NA,NA,1,NA,NA,NA,1,1,7,7,1,1,75,2,2,5,7,5,1,1,1,5,7,3,3,2,3,2,1,100,6,3,2,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 8:43,4/22/23 8:50,100,386,1,4/22/23 8:50,EN,0.899999976,2,NA,23,1,2,1,1,1,NA,2,6,2,NA,NA,4,1,NA,NA,NA,NA,NA,5,4,4,5,4,4,70,4,2,6,5,4,5,5,5,5,7,1,7,1,1,1,4,90,6,6,4,4,4,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 9:00,4/22/23 9:04,100,258,1,4/22/23 9:04,EN,0.899999976,2,NA,36,2,2,1,1,1,NA,2,2,2,NA,NA,2,NA,NA,1,NA,NA,NA,5,6,6,7,1,2,25,7,1,6,7,2,5,5,6,6,6,6,1,1,1,1,1,94,6,6,6,6,6,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 9:11,4/22/23 9:14,100,176,1,4/22/23 9:14,EN,1,2,NA,48,2,6,1,1,1,NA,2,6,3,NA,1,6,NA,NA,NA,NA,1,NA,5,6,6,6,2,4,52,5,1,7,6,6,1,1,1,1,6,6,3,2,2,1,4,100,7,7,7,7,6,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 9:26,4/22/23 9:30,100,282,1,4/22/23 9:30,EN,0.800000012,2,NA,78,2,6,1,1,2,NA,NA,5,2,NA,NA,2,NA,NA,1,NA,NA,NA,6,7,7,7,1,1,0,7,1,7,7,4,6,6,7,7,7,7,2,1,1,1,2,100,4,7,7,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 9:29,4/22/23 9:36,100,423,1,4/22/23 9:36,EN,1,2,NA,49,1,6,1,1,1,NA,2,4,2,NA,NA,3,1,NA,NA,NA,NA,NA,5,5,4,4,1,1,5,7,1,7,4,3,7,7,6,6,5,7,1,1,1,1,1,40,4,5,5,5,4,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 9:39,4/22/23 9:42,100,162,1,4/22/23 9:42,EN,1,2,NA,22,2,3,1,1,1,NA,2,4,2,NA,NA,4,NA,NA,NA,NA,1,NA,4,4,4,4,4,4,90,4,2,4,4,4,1,1,1,5,4,4,4,4,4,4,4,50,4,4,4,4,4,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 9:39,4/22/23 9:48,100,544,1,4/22/23 9:48,EN,1,2,NA,32,1,5,1,1,1,NA,2,5,2,NA,NA,5,NA,NA,1,NA,NA,NA,5,5,5,5,4,3,40,5,1,4,5,5,2,2,2,2,5,5,4,4,4,4,4,71,5,6,5,5,5,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/22/23 9:46,4/22/23 9:52,100,355,1,4/22/23 9:52,EN,NA,2,NA,59,2,3,1,1,1,NA,1,5,2,NA,NA,5,NA,NA,NA,NA,1,NA,5,5,4,5,2,2,50,6,1,6,6,4,2,2,1,3,6,6,3,1,1,1,2,73,6,6,6,6,6,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/22/23 9:51,4/22/23 9:54,100,162,1,4/22/23 9:54,EN,1,2,NA,44,2,6,1,1,1,NA,1,3,2,NA,NA,2,1,NA,NA,NA,NA,NA,6,6,1,3,1,1,5,7,1,7,7,5,6,6,7,5,6,7,1,1,1,1,1,100,7,7,7,6,6,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/22/23 9:56,4/22/23 9:58,100,138,1,4/22/23 9:58,EN,0.800000012,2,NA,42,1,5,1,1,1,NA,2,4,2,NA,NA,1,1,NA,NA,NA,NA,NA,7,7,7,7,1,1,0,7,1,7,7,1,7,7,7,7,7,7,1,1,1,1,1,100,4,7,5,7,7,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
