StartDate,EndDate,Progress,Duration..in.seconds.,Finished,RecordedDate,UserLanguage,Q_RecaptchaScore,race,race_10_TEXT,age,gender,edu,usa,eng,rel_aff,rel_aff_13_TEXT,evang,religio,polaff,polaff_4_TEXT,pol_rd,ideo,CN_1,CN_2,CN_3,CN_4,CN_5,CN_6,SLB_12,SLB_11,SLB_10,SLB_9,SLB_8,SLB_7,SLB_6,SLB_5,SLB_4,SLB_3,SLB_2,SLB_1,reflect,manchk,WhiteBias_Concern,RelFreedom_Concern,ChristBias_Concern,AP_THERM._1,AP_ELECT,OCI_1,OCI_2,OCI_3,OCI_4,PBOC_1,PBOC_2,PBOC_3,PBOC_4,Fight4Christian,Fight4White,Fight4Black,Fight4Muslims,Fight4Jews,Fight4NonRelig,Fight4Latin,AP_POLID,AP_GEN_1,AP_IDEO,AP_RACE_1,AP_RELAFF_1,ATTCHK,PQ_RACE_1,PQ_RACE_2,PQ_RACE_3,PQ_LGBT_4,PQ_LGBT_5,PQ_LGBT_6,PQ_REL_7,PQ_REL_8,PQ_REL_9,PQ_REL_10,PQ_REL_11,PQ_N_12,PQ_N_13,PQ_N_14,PQ_N_15,Q114,FL_6_DO,PerceivedBias_DO,PolControversial,SpeechOffensive,Condition,Condition_AWB,Condition_ACB
2/6/23 13:17,2/6/23 13:28,100,620,1,2/6/23 13:28,EN,1,1,NA,71,1,2,1,1,2,NA,NA,2,2,NA,NA,4,3,3,4,4,3,5,5,5,5,3,4,3,5,5,3,3,2,4,Christians feel they are discriminated against or looked at as bad,1,3,3,4,29,3,5,5,5,5,6,5,4,5,7,7,3,3,3,3,4,1,6,7,7,7,7,3,3,4,3,1,1,1,7,2,6,1,2,4,2,2,no comment,Condition2:ChristianBias,PBC_1|PBRF_1|PBW_1,4.5,5,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:22,2/6/23 13:28,100,363,1,2/6/23 13:28,EN,1,1,NA,57,2,2,1,1,3,NA,NA,1,2,NA,NA,3,1,1,6,7,1,1,7,7,4,1,1,1,7,7,4,1,4,4,Religious freedom is being compromised,1,1,7,7,9,4,1,1,1,4,5,4,4,4,7,4,4,7,7,1,4,2,4,5,4,6,7,5,6,6,3,3,4,6,6,3,1,1,4,5,4,3,NA,Condition3:ReligiousFreedom,PBW_1|PBRF_1|PBC_1,4.25,1.75,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:22,2/6/23 13:28,100,373,1,2/6/23 13:28,EN,1,1,NA,54,2,3,1,1,2,NA,NA,4,1,NA,NA,4,4,4,4,6,5,3,5,5,4,3,4,4,6,6,4,4,5,4,that white people are scared to share an opinion nowadays we are discrimated upon,1,5,4,5,60,4,2,2,2,2,3,4,4,3,5,5,5,5,5,5,5,3,4,4,6,4,7,6,6,6,4,4,5,5,6,6,5,4,4,5,5,5,NA,Condition1:WhiteBias,PBRF_1|PBW_1|PBC_1,3.5,2,Anti-White,Anti-White,Anti-White
2/6/23 13:18,2/6/23 13:28,100,604,1,2/6/23 13:28,EN,0.899999976,1,NA,42,2,6,1,1,1,NA,1,6,1,NA,NA,7,7,7,7,7,7,4,2,7,6,7,1,7,4,7,7,7,1,1,The racists card being played,1,7,7,7,56,6,1,5,1,1,1,6,2,5,7,7,1,1,7,4,4,1,6,7,7,7,7,1,1,7,1,7,1,1,7,1,7,1,7,7,1,7,None for now,Condition1:WhiteBias,PBC_1|PBW_1|PBRF_1,2.5,2,Anti-White,Anti-White,Anti-White
2/6/23 13:15,2/6/23 13:28,100,806,1,2/6/23 13:28,EN,0.899999976,1,NA,69,1,2,1,1,1,NA,2,5,2,NA,NA,2,2,5,6,6,4,6,7,7,1,1,6,6,3,3,6,6,1,4,It says Christians aren't treated fairly because of their beliefs which is bullcrap.,1,1,1,1,2,1,2,2,2,4,2,2,5,6,1,7,1,1,1,1,1,1,7,7,7,4,7,1,1,1,1,1,1,1,7,7,7,1,1,1,1,1,NA,Condition2:ChristianBias,PBC_1|PBW_1|PBRF_1,4.75,2.5,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:19,2/6/23 13:28,100,536,1,2/6/23 13:28,EN,1,1,NA,68,1,3,1,1,1,NA,2,5,1,NA,NA,6,5,5,7,7,5,6,5,6,6,6,3,3,7,7,5,2,3,6,That Christians across America are being Treated unfairly because of their religious beliefs.,1,5,7,7,94,6,1,5,2,4,3,6,4,4,7,7,7,7,7,7,7,1,6,6,5,7,7,4,3,6,5,2,3,5,6,4,3,4,4,4,4,4,Very interesting subject,Condition2:ChristianBias,PBC_1|PBW_1|PBRF_1,3.25,3,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:19,2/6/23 13:28,100,555,1,2/6/23 13:28,EN,1,1,NA,53,1,2,1,1,1,NA,1,7,1,NA,NA,7,5,6,7,7,6,5,7,5,2,2,3,6,7,7,6,3,4,3,That Christians in America are discriminated against and persecuted.,1,5,6,5,96,7,1,5,1,5,3,6,7,3,6,5,5,3,5,4,4,1,6,7,5,6,7,5,5,6,4,1,1,2,7,1,5,1,2,6,2,1,"Great survey, thanks",Condition2:ChristianBias,PBC_1|PBRF_1|PBW_1,3.75,3,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:19,2/6/23 13:28,100,579,1,2/6/23 13:28,EN,1,1,NA,42,2,5,1,1,1,NA,2,6,2,NA,NA,4,4,5,6,6,6,3,6,6,2,4,6,6,5,5,6,4,2,3,It's prejudice towards religious values that he wants to stop.,1,3,6,7,88,7,1,3,1,5,6,6,2,4,7,4,5,2,4,1,4,3,4,4,5,7,7,5,4,5,6,5,4,2,6,2,3,4,4,6,4,4,NA,Condition2:ChristianBias,PBC_1|PBRF_1|PBW_1,3.5,2.5,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:21,2/6/23 13:28,100,419,1,2/6/23 13:28,EN,0.899999976,1,NA,43,2,2,1,1,1,NA,1,7,3,NA,2,4,4,4,4,4,6,6,6,6,4,3,6,6,6,6,6,6,2,2,I would focus on more social justice and racial equality.,1,7,4,4,55,4,4,4,4,4,4,3,4,6,4,4,1,1,1,1,1,1,7,7,7,7,7,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,NA,Condition3:ReligiousFreedom,PBW_1|PBC_1|PBRF_1,4.75,4,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:22,2/6/23 13:28,100,351,1,2/6/23 13:28,EN,0.899999976,1,NA,57,2,6,1,1,2,NA,NA,5,2,NA,NA,4,2,5,5,6,4,6,6,7,2,2,3,3,5,6,6,3,2,4,Bias against Christians,1,3,7,7,49,5,4,6,3,5,6,3,5,5,7,7,4,2,2,2,2,1,4,7,5,7,7,6,3,4,2,1,1,5,7,7,5,1,2,5,2,2,NA,Condition2:ChristianBias,PBRF_1|PBW_1|PBC_1,5.25,4.5,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:23,2/6/23 13:28,100,290,1,2/6/23 13:28,EN,0.899999976,1,NA,35,2,6,1,1,1,NA,1,5,1,NA,NA,6,4,3,5,3,6,6,5,5,4,5,4,5,3,4,5,6,6,5,Christianity established,1,6,6,2,82,5,6,4,4,5,4,5,3,4,6,6,6,4,5,4,5,1,6,6,5,6,7,5,4,6,4,6,5,4,5,6,5,2,5,3,7,5,Good,Condition4:Economy(Control) ,PBW_1|PBRF_1|PBC_1,3.5,4.75,Control,Control,Control
2/6/23 13:16,2/6/23 13:28,100,770,1,2/6/23 13:28,EN,1,1,NA,16,1,1,1,1,1,NA,1,6,3,NA,2,4,4,5,7,7,6,3,6,4,2,3,5,6,4,4,6,4,3,3,A white person is explaining how they think people of that minority feel about the recent events that have led to blacks standing up for their own minority,1,6,2,2,50,3,3,4,4,6,4,3,6,5,3,5,3,3,3,3,3,1,7,7,7,5,7,5,2,4,4,2,2,4,6,4,3,4,4,4,4,2,NA,Condition1:WhiteBias,PBW_1|PBC_1|PBRF_1,5,4.25,Anti-White,Anti-White,Anti-White
2/6/23 13:10,2/6/23 13:28,100,1104,1,2/6/23 13:28,EN,0.899999976,1,NA,32,2,6,1,1,1,NA,2,3,2,NA,NA,2,2,2,2,2,2,6,5,6,2,3,5,6,2,2,6,6,2,2,A person who believes the biggest issue facing America is prejudice against Christians,1,7,5,7,15,4,3,6,6,5,6,4,5,5,7,7,1,1,1,1,1,2,6,7,6,6,7,2,2,2,2,1,1,1,7,2,6,2,2,2,2,2,NA,Condition2:ChristianBias,PBW_1|PBC_1|PBRF_1,5,5,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:20,2/6/23 13:28,100,516,1,2/6/23 13:28,EN,1,1,NA,66,2,4,1,1,3,NA,NA,7,3,NA,1,6,2,4,5,5,5,4,3,5,4,5,2,2,7,7,3,3,4,4,Biden's policies that are destroying our economy,1,4,4,4,85,5,2,3,2,2,3,5,4,5,7,7,7,7,7,7,7,1,5,5,NA,4,7,3,1,3,1,1,1,7,7,4,6,1,2,4,3,2,Amen,Condition4:Economy(Control) ,PBRF_1|PBC_1|PBW_1,3.75,2.25,Control,Control,Control
2/6/23 13:18,2/6/23 13:28,100,602,1,2/6/23 13:28,EN,1,1,NA,71,2,2,1,1,3,NA,NA,4,3,NA,2,4,3,4,4,3,4,7,5,5,4,4,5,5,5,5,5,5,3,4,Religious freedoms are not always enforced or followed,1,4,4,4,51,4,3,4,3,3,4,4,5,4,4,4,4,4,4,4,4,1,6,4,5,5,7,4,3,3,3,3,3,3,4,4,3,4,4,3,3,3,NA,Condition3:ReligiousFreedom,PBW_1|PBRF_1|PBC_1,4.25,3.25,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:23,2/6/23 13:29,100,331,1,2/6/23 13:29,EN,0.899999976,1,NA,38,1,5,1,1,1,NA,1,6,1,NA,NA,6,7,7,7,7,6,4,6,6,3,5,2,3,7,7,5,2,1,4,"It is stating that Christian’s and there beliefs are being censored and looked down on, even though our nation was founded as a Christian nation.",1,4,7,7,80,6,1,6,1,4,6,5,7,3,7,5,6,6,6,6,6,1,5,6,6,7,7,5,3,5,4,1,1,6,7,4,3,2,3,5,1,1,NA,Condition2:ChristianBias,PBC_1|PBW_1|PBRF_1,4.75,3,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:15,2/6/23 13:29,100,833,1,2/6/23 13:29,EN,1,1,NA,70,2,5,1,1,1,NA,1,7,1,NA,NA,4,4,7,7,7,7,3,5,7,6,4,4,3,7,7,2,1,7,7,bias against white people is bad as bias against anyone is bad.  People are people the same.,1,6,5,5,70,5,1,2,2,4,2,5,3,5,5,6,6,6,6,6,6,2,6,5,5,4,7,2,3,3,1,1,1,1,5,1,5,1,1,2,4,1,NA,Condition1:WhiteBias,PBW_1|PBRF_1|PBC_1,3.25,2.25,Anti-White,Anti-White,Anti-White
2/6/23 13:19,2/6/23 13:29,100,580,1,2/6/23 13:29,EN,1,1,NA,NA,NA,NA,1,1,1,NA,2,5,2,NA,NA,2,6,7,6,7,7,4,4,4,4,5,4,4,7,7,6,4,4,4,People will be judged for their religious beliefs,1,6,6,6,76,4,2,6,4,4,2,4,5,4,6,5,5,5,5,5,5,2,4,2,4,5,7,5,4,4,4,2,2,4,6,4,4,6,4,6,4,2,None,Condition3:ReligiousFreedom,PBW_1|PBRF_1|PBC_1,3.75,4,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:21,2/6/23 13:29,100,469,1,2/6/23 13:29,EN,1,1,NA,75,2,4,1,1,1,NA,2,5,1,NA,NA,4,4,6,6,6,4,6,5,6,3,3,5,5,6,5,6,4,2,4,The author feels the biggest bigotry in this country is against Christians.,1,4,6,7,57,4,2,4,3,5,4,4,6,5,7,5,3,1,4,2,3,1,5,7,7,7,7,2,2,2,5,2,2,2,7,2,4,2,4,5,2,4,NA,Condition2:ChristianBias,PBRF_1|PBC_1|PBW_1,4.75,3.5,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:20,2/6/23 13:29,100,534,1,2/6/23 13:29,EN,1,1,NA,72,1,3,1,1,1,NA,1,5,1,NA,NA,5,4,4,5,5,4,4,5,5,5,5,3,3,5,5,4,3,4,4,econmy needs to be made better,1,1,1,1,71,5,3,3,3,3,3,5,3,3,1,1,1,1,1,1,1,3,4,5,5,4,7,4,4,4,4,4,4,4,5,4,4,4,3,4,3,4,NA,Condition4:Economy(Control) ,PBW_1|PBC_1|PBRF_1,3,3,Control,Control,Control
2/6/23 13:17,2/6/23 13:29,100,679,1,2/6/23 13:29,EN,0.899999976,1,NA,69,1,6,1,1,2,NA,NA,4,3,NA,2,2,1,2,1,1,1,7,6,6,3,3,4,5,5,4,5,4,4,4,The economy is under attack by something.  It is affecting employment.,1,2,2,2,10,4,4,4,3,4,5,3,5,4,4,4,4,4,4,4,4,1,5,6,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,The politicians ststement was so generic as to be meaningless,Condition4:Economy(Control) ,PBC_1|PBRF_1|PBW_1,4.75,3.75,Control,Control,Control
2/6/23 13:13,2/6/23 13:29,100,937,1,2/6/23 13:29,EN,1,1,NA,53,2,5,1,1,1,NA,2,6,1,NA,NA,5,3,4,7,7,6,6,5,5,4,5,3,5,7,7,4,3,3,4,White people are currently being discriminated against,1,6,3,3,NA,3,3,5,4,6,5,3,5,5,6,6,4,4,4,4,4,1,5,7,6,4,7,2,1,3,6,3,2,6,6,4,2,3,3,4,3,3,NA,Condition1:WhiteBias,PBW_1|PBC_1|PBRF_1,5,4.5,Anti-White,Anti-White,Anti-White
2/6/23 13:23,2/6/23 13:29,100,376,1,2/6/23 13:29,EN,1,1,NA,18,2,2,1,1,1,NA,2,7,3,NA,2,2,2,2,6,5,5,4,7,7,2,5,6,6,7,6,7,5,3,2,NA,1,2,5,5,10,4,2,5,2,5,2,5,6,4,6,7,4,2,2,1,2,1,6,5,7,7,7,3,2,2,1,3,3,1,5,2,5,4,5,6,2,6,NA,Condition3:ReligiousFreedom,PBRF_1|PBW_1|PBC_1,3.75,3.5,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:19,2/6/23 13:29,100,607,1,2/6/23 13:29,EN,0.899999976,1,NA,80,1,5,1,1,3,NA,NA,5,1,NA,NA,5,2,6,7,7,6,6,6,6,6,3,2,2,6,6,6,2,2,2,take steps to improve our state in life,1,4,4,4,62,4,2,2,2,2,5,5,2,4,5,5,5,5,5,5,5,2,6,3,5,5,7,5,5,5,3,5,5,5,5,3,3,5,5,4,5,5,none,Condition4:Economy(Control) ,PBRF_1|PBW_1|PBC_1,3.5,2,Control,Control,Control
2/6/23 13:22,2/6/23 13:29,100,453,1,2/6/23 13:29,EN,1,1,NA,40,2,3,1,1,2,NA,NA,3,2,NA,NA,4,2,2,4,4,4,2,5,5,2,2,3,3,5,5,6,6,2,2,The interview was saying that it's as if white people have become the minority. It is stating that times have changed and now its white people who have to keep their heads down and mouths shut otherwise they will be immediately labeled racist for standing up for what they believe in,1,7,2,2,9,2,5,5,5,5,5,2,5,5,3,7,1,1,1,1,1,1,3,4,7,2,7,2,2,2,5,2,2,2,2,2,5,2,4,4,5,5,Not at this time,Condition1:WhiteBias,PBRF_1|PBC_1|PBW_1,5.25,5,Anti-White,Anti-White,Anti-White
2/6/23 13:15,2/6/23 13:30,100,861,1,2/6/23 13:30,EN,1,1,NA,74,1,5,1,1,3,NA,NA,4,1,NA,NA,6,6,6,6,7,4,4,4,6,6,5,1,2,7,7,2,3,1,3,"Allow people their right to practice their religion
Religious freedom",1,3,7,7,79,6,1,2,2,2,2,6,4,4,7,6,6,6,6,6,6,1,4,7,5,7,7,1,1,6,6,2,2,6,6,2,2,2,3,6,2,3,A lot of questions were really up in the air and were designed to illicit my own biases,Condition3:ReligiousFreedom,PBW_1|PBC_1|PBRF_1,3,1.75,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:23,2/6/23 13:30,100,415,1,2/6/23 13:30,EN,0.899999976,1,NA,44,2,2,1,1,3,NA,NA,5,2,NA,NA,1,5,5,5,4,3,6,7,7,6,4,6,7,5,6,7,5,3,3,That are government needs to help fix social injustice,1,1,6,3,50,4,3,3,4,5,6,4,5,5,6,6,3,3,3,3,1,1,7,7,7,7,7,4,6,6,7,7,6,1,2,7,5,7,5,7,5,7,None,Condition1:WhiteBias,PBC_1|PBW_1|PBRF_1,5,3.75,Anti-White,Anti-White,Anti-White
2/6/23 13:22,2/6/23 13:30,100,466,1,2/6/23 13:30,EN,1,1,NA,71,2,3,1,1,3,NA,NA,1,2,NA,NA,4,2,4,5,5,4,5,5,5,4,5,3,3,5,5,5,3,3,4,That the economy is suffering,1,3,3,3,64,4,2,2,2,2,2,5,2,2,5,5,5,5,5,5,5,2,6,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,Condition4:Economy(Control) ,PBW_1|PBC_1|PBRF_1,2.25,2,Control,Control,Control
2/6/23 13:23,2/6/23 13:30,100,422,1,2/6/23 13:30,EN,0.899999976,1,NA,48,2,5,1,1,2,NA,NA,7,1,NA,NA,6,4,5,7,5,5,4,5,5,5,3,3,3,5,5,3,5,3,5,"Current values tend to be anti-Christian. Christians fear that they will be mistreated or thoughts to be ""bigots"" because of their beliefs.",1,5,6,5,71,5,3,5,3,5,5,5,5,5,5,5,5,3,4,4,4,1,7,7,7,7,7,2,2,2,2,2,2,2,6,2,4,2,3,3,3,1,"Interesting survey, made me think about my perceptions",Condition2:ChristianBias,PBW_1|PBC_1|PBRF_1,4.5,4,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:23,2/6/23 13:30,100,431,1,2/6/23 13:30,EN,1,1,NA,63,2,2,1,1,1,NA,1,5,2,NA,NA,4,7,6,6,7,7,6,5,6,4,3,5,2,7,7,4,2,6,6,That Christians can't speak up for their beliefs.,1,1,6,6,50,4,2,2,2,2,2,6,2,2,6,6,6,6,6,6,6,2,6,2,6,7,7,5,6,6,3,3,3,6,6,3,6,4,6,6,3,6,NA,Condition2:ChristianBias,PBC_1|PBW_1|PBRF_1,2,2,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:23,2/6/23 13:30,100,420,1,2/6/23 13:30,EN,1,1,NA,64,1,3,1,1,2,NA,NA,4,3,NA,2,4,4,4,2,2,4,7,5,5,2,6,4,3,6,4,4,3,2,4,monorites need help in improving there class station,1,4,4,4,50,5,6,6,4,6,4,6,6,6,4,4,3,3,3,3,3,3,4,3,7,4,7,4,4,4,6,6,6,2,2,6,2,7,4,5,3,6,NA,Condition4:Economy(Control) ,PBC_1|PBRF_1|PBW_1,4.5,5.5,Control,Control,Control
2/6/23 13:10,2/6/23 13:30,100,1186,1,2/6/23 13:30,EN,0.899999976,1,NA,40,1,7,1,1,1,NA,1,7,2,NA,NA,4,4,6,6,7,7,4,4,6,6,6,3,2,7,6,2,3,7,6,It shows and prove to be very hard working and shows respect to people who deserve it,1,4,6,4,50,7,2,2,3,3,4,6,2,2,7,7,6,6,4,4,4,2,6,2,6,6,7,7,7,6,7,7,7,5,5,7,6,7,6,4,2,6,Great,Condition2:ChristianBias,PBRF_1|PBW_1|PBC_1,2.5,2.5,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:21,2/6/23 13:30,100,574,1,2/6/23 13:30,EN,1,1,NA,75,2,3,1,1,1,NA,2,4,3,NA,1,4,4,4,4,4,4,5,5,5,4,5,4,5,5,5,5,4,4,3,Attacks on christians.,1,4,4,6,62,4,4,5,4,5,4,4,5,5,5,4,4,4,4,4,4,3,5,4,5,5,7,5,5,5,4,4,3,4,4,4,4,4,4,4,6,4,NA,Condition2:ChristianBias,PBW_1|PBC_1|PBRF_1,4.5,4.5,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:26,2/6/23 13:30,100,266,1,2/6/23 13:30,EN,0.800000012,1,NA,58,2,2,1,1,1,NA,2,2,2,NA,NA,4,4,4,3,4,5,4,7,7,7,6,7,7,7,6,7,7,6,6,I do not support it,1,5,5,4,39,3,6,7,7,5,5,4,7,7,3,1,6,4,5,4,4,1,7,4,7,1,7,6,6,5,7,6,6,4,4,5,5,5,5,3,4,7,NA,Condition1:WhiteBias,PBC_1|PBW_1|PBRF_1,5.75,6.25,Anti-White,Anti-White,Anti-White
2/6/23 13:23,2/6/23 13:30,100,427,1,2/6/23 13:31,EN,1,1,NA,20,2,5,1,1,1,NA,1,5,2,NA,NA,4,1,4,3,2,1,6,7,7,1,1,7,7,1,1,7,7,1,5,"This article was based on American being a free country and being free has to do with religion.  We started off being a christasin. Religious and faith based community and sadly, things aren't reflecting the christain morals right now.",1,3,6,2,35,1,3,6,3,7,3,1,7,7,7,7,1,1,1,1,1,1,7,7,7,7,7,1,1,1,1,1,1,1,7,1,6,1,1,3,2,1,NA,Condition3:ReligiousFreedom,PBW_1|PBRF_1|PBC_1,6,4.75,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:26,2/6/23 13:31,100,297,1,2/6/23 13:31,EN,1,1,NA,41,2,4,1,1,1,NA,2,3,3,NA,2,4,4,4,5,3,4,4,5,4,2,4,4,5,4,4,4,4,4,4,NA,1,4,4,4,49,4,4,4,4,5,7,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,7,4,4,4,4,4,4,3,3,4,4,6,4,4,4,3,NA,Condition1:WhiteBias,PBRF_1|PBW_1|PBC_1,4.75,4.25,Anti-White,Anti-White,Anti-White
2/6/23 13:24,2/6/23 13:31,100,394,1,2/6/23 13:31,EN,1,1,NA,65,2,3,1,1,1,NA,2,5,2,NA,NA,4,5,6,6,6,6,5,7,7,2,4,6,6,5,5,6,5,4,6,"It doesn't seem like we have freedom of religion anymore in the United States.  So many rules have been set in place, no prayer, no hymns, etc.",1,7,6,6,48,4,4,5,4,5,5,3,5,4,6,7,4,2,3,4,3,1,6,5,6,6,7,4,3,3,3,3,3,3,6,3,6,1,4,5,3,2,NA,Condition3:ReligiousFreedom,PBRF_1|PBW_1|PBC_1,4.75,4.5,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:25,2/6/23 13:31,100,363,1,2/6/23 13:31,EN,1,1,NA,30,2,5,1,1,1,NA,2,5,2,NA,NA,4,2,4,5,6,4,7,5,5,2,4,5,5,4,4,6,6,2,4,"People should be allowed to exercise their religious freedom. Some people feel like they may be attacked or ridiculed for practicing their religion publicly, because it does not seem like we have the freedom to practice when we want.",1,3,6,4,51,4,2,3,2,5,4,5,3,4,4,7,6,2,4,2,4,1,7,6,7,7,7,5,3,5,4,6,5,2,7,6,7,6,2,4,2,5,NA,Condition3:ReligiousFreedom,PBRF_1|PBC_1|PBW_1,3.5,3,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:24,2/6/23 13:31,100,403,1,2/6/23 13:31,EN,0.899999976,1,NA,23,2,5,1,1,3,NA,NA,3,1,NA,NA,6,4,5,6,6,5,3,6,7,1,5,5,7,5,2,6,6,3,5,They said they believe america is equal,1,5,4,6,44,4,4,5,6,5,5,3,6,5,3,3,6,5,5,3,5,2,7,3,7,2,7,2,4,5,3,2,3,2,2,3,5,4,5,4,5,5,NA,Condition3:ReligiousFreedom,PBRF_1|PBC_1|PBW_1,5.25,5,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:24,2/6/23 13:31,100,417,1,2/6/23 13:31,EN,0.899999976,1,NA,34,2,2,1,1,1,NA,2,5,1,NA,NA,5,2,5,4,3,6,3,6,7,2,3,5,5,6,7,4,2,4,5,People are starting to be looked down on for having a Christian faith.,1,2,6,7,85,5,1,3,2,5,4,6,3,4,6,6,6,6,6,3,6,1,2,5,5,7,7,6,4,4,5,1,1,1,5,5,2,3,5,6,2,2,NA,Condition2:ChristianBias,PBRF_1|PBC_1|PBW_1,3.25,2.75,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:22,2/6/23 13:31,100,539,1,2/6/23 13:31,EN,0.899999976,1,NA,22,2,3,1,1,1,NA,2,3,3,NA,2,4,2,2,5,4,2,1,6,7,4,3,5,5,4,5,5,7,1,3,"some people have different views on how religion should be presented, including different ethnic groups",1,5,5,3,9,2,5,7,5,5,5,6,7,6,7,7,1,1,1,2,1,1,7,7,7,7,7,6,2,2,2,1,1,1,7,4,6,2,3,5,1,1,NA,Condition2:ChristianBias,PBW_1|PBC_1|PBRF_1,5,5.5,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:24,2/6/23 13:31,100,457,1,2/6/23 13:31,EN,1,1,NA,73,1,6,1,1,2,NA,NA,1,2,NA,NA,4,2,2,2,2,2,6,5,5,2,2,5,5,6,5,6,6,2,2,yje economic future is in peril,1,2,2,2,26,4,4,4,3,3,5,3,3,3,4,4,2,2,2,2,2,1,5,5,6,4,7,2,2,2,6,2,3,2,6,6,3,3,4,4,4,4,NA,Condition4:Economy(Control) ,PBRF_1|PBW_1|PBC_1,4,3.5,Control,Control,Control
2/6/23 13:24,2/6/23 13:32,100,448,1,2/6/23 13:32,EN,1,1,NA,50,2,5,1,1,2,NA,NA,5,1,NA,NA,5,2,2,6,5,4,6,6,6,5,2,6,5,7,7,6,6,2,2,It is talking about the lack of being able to express religious freedom.,1,1,3,4,37,3,4,6,2,5,5,3,5,4,4,2,2,4,4,1,2,1,5,6,4,4,7,6,4,4,3,2,2,5,5,2,5,2,4,4,4,4,NA,Condition3:ReligiousFreedom,PBRF_1|PBW_1|PBC_1,4.75,4.25,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:23,2/6/23 13:32,100,545,1,2/6/23 13:32,EN,1,1,NA,74,1,6,1,1,1,NA,2,5,3,NA,1,5,5,6,6,6,4,5,6,6,4,4,4,4,6,6,4,4,3,4,religious freedom should be enforced,1,1,6,5,84,6,2,2,2,2,2,6,4,4,6,5,5,5,5,4,5,1,4,6,4,5,7,4,4,4,3,3,2,5,5,4,4,3,4,4,4,4,NA,Condition3:ReligiousFreedom,PBW_1|PBRF_1|PBC_1,3,2,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:27,2/6/23 13:32,100,294,1,2/6/23 13:32,EN,1,1,NA,34,2,5,1,1,3,NA,NA,7,2,NA,NA,1,7,7,7,7,7,7,6,7,7,6,7,7,7,7,7,7,7,7,All things better it's great and good and,1,7,7,7,100,7,7,7,7,7,7,7,7,7,7,7,7,5,6,7,7,2,1,1,7,7,7,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,Iliked it very much it's great,Condition3:ReligiousFreedom,PBC_1|PBRF_1|PBW_1,5.5,7,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:18,2/6/23 13:32,100,830,1,2/6/23 13:32,EN,0.899999976,1,NA,50,1,3,1,1,3,NA,NA,4,2,NA,NA,4,1,1,1,1,5,4,3,5,4,5,4,2,7,7,7,4,1,4,Society was founded on Christian values and was widely accepted at one time. Now society has made it a sin to uphold these values.,1,3,4,3,75,5,2,5,2,5,2,4,6,4,7,5,5,3,3,3,5,2,5,4,4,7,7,5,6,6,3,3,3,4,6,6,5,3,4,5,3,6,NA,Condition2:ChristianBias,PBRF_1|PBW_1|PBC_1,4,3.5,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:16,2/6/23 13:32,100,930,1,2/6/23 13:32,EN,1,1,NA,67,1,3,1,1,1,NA,2,5,3,NA,1,5,3,5,6,6,6,5,5,5,5,5,3,3,6,6,4,3,5,5,The politician replied that there is a bias against Christian’s and that our nation was founded on Christian values. He also said that he would fight to do this.,1,3,3,4,60,4,3,3,2,2,5,5,5,4,5,4,4,2,3,4,4,1,7,7,5,6,7,3,3,3,3,2,2,5,6,2,5,2,2,5,3,2,NA,Condition2:ChristianBias,PBW_1|PBRF_1|PBC_1,4.25,2.5,Anti-Christian,Anti-Christian,Anti-Christian
